item_id,timestamp,device_type,device_id,user_ip,review_title,review_text,review_stars
1156i,2020-05-21 21:18:17,device1,1d,169.251.165.84,,,Review does not exist!
93i,2020-04-01 09:57:02,device10,10d,198.40.121.200,review9,awesome,Review does not exist!
943i,2019-11-21 23:51:17,device19,19d,192.175.120.181,review4,bad,2
769i,2020-01-12 05:53:51,device13,13d,192.88.158.146,review4,super,Review does not exist!
820i,2020-04-25 11:09:45,device4,4d,203.2.3.204,review7,great,5
739i,2020-04-14 10:22:21,device17,17d,192.88.98.121,review3,very good,4
322i,2019-12-08 05:39:16,device16,16d,192.88.106.12,review1,good,3
1141i,2020-02-05 15:12:17,device3,3d,114.96.191.108,review10,great,5
506i,2020-04-22 07:20:00,device12,12d,169.255.0.227,review3,,Review does not exist!
87i,2020-05-06 11:33:25,device15,15d,203.0.119.114,review3,very bad,1
1266i,2020-02-17 12:58:15,device17,17d,192.29.69.135,review9,very good,4
1241i,2020-05-25 04:50:19,device12,12d,112.9.131.65,,bad,2
663i,2020-05-12 19:23:57,device3,3d,192.16.42.170,review1,awesome,Review does not exist!
962i,2020-05-28 14:27:17,device13,13d,198.51.96.67,review3,awesome,Review does not exist!
553i,2020-01-27 09:38:19,device12,12d,192.0.162.255,review6,awful,Review does not exist!
833i,2020-05-11 22:57:17,device10,10d,101.21.192.107,review2,awful,Review does not exist!
391i,2020-02-15 09:59:06,device7,7d,192.52.229.201,review9,awesome,Review does not exist!
1024i,2020-05-04 22:29:50,device13,13d,192.27.98.128,review4,great,5
344i,2019-12-22 04:20:51,device1,1d,198.54.12.165,review6,,Review does not exist!
1253i,2019-12-30 15:51:35,device10,10d,192.175.50.252,review8,awful,Review does not exist!
1043i,2019-12-25 07:42:02,device19,19d,126.132.88.164,review1,super,Review does not exist!
584i,2020-03-15 18:50:50,device19,19d,203.0.88.54,review8,very bad,1
1109i,2020-04-21 08:51:27,device7,7d,109.163.164.175,,awesome,Review does not exist!
294i,2019-12-09 01:06:49,device9,9d,192.0.3.247,review7,awesome,Review does not exist!
1238i,2020-05-10 18:14:10,device10,10d,100.47.52.239,review7,awesome,Review does not exist!
414i,2019-12-22 21:04:26,device13,13d,192.53.125.34,,very good,4
475i,2020-02-17 18:22:24,device12,12d,173.41.205.119,review6,bad,2
496i,2020-04-16 11:45:26,device2,2d,203.3.109.74,review4,very bad,1
364i,2019-11-25 12:21:45,device9,9d,192.167.250.157,review1,great,5
618i,2020-03-02 07:07:14,device19,19d,192.88.221.78,review10,very bad,1
232i,2019-12-05 10:42:54,device11,11d,192.31.37.7,,,Review does not exist!
968i,2020-02-09 01:40:44,device11,11d,192.168.56.232,,bad,2
696i,2020-06-06 21:09:34,device4,4d,192.88.104.164,review10,good,3
261i,2020-04-12 16:52:08,device18,18d,192.53.142.236,review10,great,5
715i,2020-06-01 10:51:35,device14,14d,192.46.235.221,review3,awesome,Review does not exist!
1110i,2020-01-19 08:13:06,device16,16d,192.0.190.199,review10,,Review does not exist!
218i,2019-11-17 17:47:03,device14,14d,198.51.98.182,review9,awful,Review does not exist!
108i,2019-12-01 19:15:45,device3,3d,172.22.109.226,review2,bad,2
906i,2020-05-18 07:25:22,device18,18d,192.88.176.157,review3,very bad,1
790i,2019-12-06 18:57:13,device8,8d,192.88.127.77,review7,awful,Review does not exist!
383i,2020-03-15 04:43:43,device2,2d,56.242.215.66,review7,great,5
439i,2020-04-29 09:47:50,device10,10d,192.175.60.106,review10,very bad,1
39i,2020-05-20 01:26:41,device3,3d,192.88.35.179,,bad,2
1034i,2020-04-12 22:41:28,device11,11d,192.0.137.155,review5,bad,2
1299i,2019-12-18 11:10:18,device3,3d,194.195.84.233,review4,very good,4
460i,2020-03-06 14:13:43,device20,20d,102.216.227.88,review4,good,3
931i,2020-04-13 21:59:18,device12,12d,201.84.25.212,,awful,Review does not exist!
67i,2020-03-20 17:40:22,device8,8d,203.0.121.118,review1,very good,4
324i,2020-01-14 03:54:19,device11,11d,192.52.197.153,review6,,Review does not exist!
1197i,2020-01-23 00:01:46,device2,2d,192.31.223.236,review10,very bad,1
81i,2019-12-10 07:02:50,device20,20d,192.0.6.227,review1,awful,Review does not exist!
332i,2019-12-25 07:37:32,device13,13d,108.250.125.182,review4,good,3
408i,2019-12-09 18:42:09,device9,9d,198.16.104.212,review3,great,5
165i,2020-02-01 20:07:09,device20,20d,192.9.21.205,review5,bad,2
385i,2020-01-11 11:07:10,device1,1d,196.81.79.57,,very good,4
195i,2020-02-19 15:03:10,device14,14d,197.78.213.114,review8,super,Review does not exist!
682i,2020-04-03 04:40:21,device10,10d,203.0.107.84,review5,very bad,1
1248i,2019-11-22 04:16:05,device8,8d,203.0.138.106,review6,awful,Review does not exist!
767i,2020-01-01 17:06:48,device18,18d,169.248.250.226,review3,very bad,1
993i,2019-12-07 22:29:40,device13,13d,192.167.195.157,review3,good,3
1077i,2020-05-25 08:54:08,device11,11d,198.50.127.90,review9,bad,2
1089i,2020-05-15 12:10:50,device14,14d,192.88.55.135,review6,awful,Review does not exist!
1149i,2020-03-10 00:20:22,device11,11d,192.52.214.225,review2,good,3
1249i,2020-01-29 06:51:15,device16,16d,192.31.197.194,review5,bad,2
45i,2020-03-24 08:07:18,device2,2d,7.100.48.33,review7,very bad,1
1039i,2019-11-12 21:30:50,device20,20d,198.54.211.210,review3,great,5
196i,2020-04-12 18:34:37,device5,5d,1.17.122.85,review7,bad,2
116i,2020-02-20 16:06:43,device13,13d,203.218.104.45,review6,super,Review does not exist!
190i,2020-05-01 07:30:28,device1,1d,198.64.133.244,review1,good,3
180i,2020-02-01 17:21:20,device5,5d,1.16.115.167,review6,awful,Review does not exist!
1192i,2020-04-14 19:11:47,device17,17d,203.1.168.227,review3,very good,4
941i,2020-01-31 16:37:13,device11,11d,2.108.230.245,review7,awful,Review does not exist!
1248i,2020-01-23 21:52:59,device9,9d,198.51.234.47,,awful,Review does not exist!
784i,2019-11-28 20:54:21,device20,20d,192.0.3.202,review1,very good,4
515i,2020-05-27 23:31:53,device14,14d,198.218.205.211,review6,good,3
221i,2020-02-13 23:47:47,device10,10d,192.172.218.80,review8,very bad,1
108i,2020-04-03 03:04:59,device16,16d,192.0.142.252,review9,awful,Review does not exist!
990i,2020-02-11 00:56:09,device10,10d,203.0.107.29,review3,awesome,Review does not exist!
220i,2020-04-01 17:33:13,device12,12d,100.144.17.86,review8,awful,Review does not exist!
1i,2020-01-21 10:35:54,device14,14d,167.30.104.165,review6,,Review does not exist!
658i,2019-12-24 16:36:13,device12,12d,192.68.202.1,review10,awful,Review does not exist!
679i,2020-06-05 10:37:14,device20,20d,203.0.108.35,review9,very bad,1
1025i,2020-01-18 23:43:21,device3,3d,198.198.145.99,,super,Review does not exist!
685i,2020-03-27 03:51:31,device6,6d,203.2.3.147,review2,super,Review does not exist!
526i,2020-04-13 12:58:32,device9,9d,165.35.188.23,review5,,Review does not exist!
434i,2019-12-17 01:21:54,device7,7d,203.0.115.223,review7,awesome,Review does not exist!
283i,2020-03-19 08:55:13,device1,1d,39.9.199.157,review5,,Review does not exist!
197i,2020-05-19 08:14:45,device1,1d,198.51.103.60,review5,super,Review does not exist!
208i,2020-02-01 22:13:39,device5,5d,169.252.106.214,,very bad,1
381i,2020-05-01 13:49:02,device9,9d,192.81.24.31,review3,awful,Review does not exist!
228i,2020-01-25 18:49:01,device12,12d,192.22.239.228,review8,awful,Review does not exist!
749i,2020-01-30 20:26:49,device9,9d,192.52.113.145,review2,awesome,Review does not exist!
1092i,2019-11-21 19:22:04,device15,15d,192.1.19.92,review6,super,Review does not exist!
1035i,2020-01-23 18:06:01,device3,3d,192.175.55.27,review5,very good,4
275i,2020-02-09 23:11:18,device9,9d,198.51.85.124,review3,awesome,Review does not exist!
1128i,2020-02-07 22:38:56,device7,7d,198.50.91.201,review5,super,Review does not exist!
79i,2020-02-11 16:20:16,device2,2d,199.82.145.80,review2,super,Review does not exist!
1046i,2020-01-15 09:30:46,device15,15d,198.51.97.123,review9,awesome,Review does not exist!
1023i,2020-05-19 07:35:00,device6,6d,192.175.50.192,review1,great,5
1054i,2020-01-15 08:35:06,device9,9d,192.175.28.124,review7,very good,4
515i,2020-01-15 11:27:34,device3,3d,168.173.63.46,review4,awful,Review does not exist!
1146i,2020-03-07 21:27:13,device1,1d,192.0.88.147,review7,awful,Review does not exist!
1169i,2020-02-25 19:19:50,device12,12d,192.175.33.47,review8,great,5
957i,2020-05-05 04:18:05,device18,18d,192.175.52.132,review4,,Review does not exist!
363i,2020-05-28 11:41:26,device5,5d,192.175.41.55,review3,very bad,1
802i,2020-05-04 07:46:15,device6,6d,100.62.121.36,review1,bad,2
602i,2020-02-04 02:00:13,device8,8d,192.89.41.199,review1,bad,2
784i,2020-05-16 13:50:31,device3,3d,196.203.82.237,review7,,Review does not exist!
428i,2020-05-12 05:11:14,device7,7d,192.0.32.124,review10,very bad,1
1284i,2020-04-20 14:39:36,device7,7d,192.52.244.38,review1,,Review does not exist!
638i,2019-12-10 14:55:10,device10,10d,198.44.149.161,review9,,Review does not exist!
869i,2020-04-22 19:37:21,device14,14d,100.49.220.25,review2,super,Review does not exist!
945i,2019-12-19 02:28:33,device5,5d,192.82.100.249,review5,very bad,1
1284i,2020-03-22 20:47:29,device14,14d,192.34.161.48,,bad,2
87i,2020-04-02 03:51:56,device17,17d,125.224.250.128,review9,awful,Review does not exist!
978i,2019-12-21 23:42:23,device16,16d,192.88.96.194,review10,bad,2
1285i,2020-05-02 02:21:53,device14,14d,169.255.180.173,review4,great,5
67i,2020-01-12 21:30:42,device2,2d,203.0.105.103,review4,very bad,1
1259i,2019-11-26 03:28:55,device4,4d,198.51.99.43,review2,awesome,Review does not exist!
855i,2020-03-31 04:15:00,device5,5d,203.0.22.203,review1,very good,4
475i,2020-02-14 21:37:03,device5,5d,192.175.13.175,review6,very bad,1
1155i,2020-02-05 01:29:54,device4,4d,192.90.117.98,,bad,2
191i,2020-06-04 16:26:26,device3,3d,192.173.99.121,review4,awful,Review does not exist!
871i,2020-05-28 21:22:22,device5,5d,169.224.159.206,review8,very bad,1
384i,2019-12-22 00:17:05,device11,11d,20.131.175.197,review4,good,3
1267i,2020-04-10 10:20:40,device5,5d,192.52.195.250,review5,good,3
320i,2020-05-11 10:45:24,device6,6d,192.0.91.135,review8,awful,Review does not exist!
492i,2020-04-18 10:48:09,device3,3d,198.51.11.161,review5,great,5
791i,2019-11-14 15:51:21,device5,5d,192.88.132.131,review5,awesome,Review does not exist!
513i,2020-02-26 23:52:31,device12,12d,192.53.186.176,,awful,Review does not exist!
956i,2020-02-23 20:20:43,device15,15d,194.105.151.64,review6,awesome,Review does not exist!
1207i,2019-12-01 18:14:44,device5,5d,198.51.112.118,review4,bad,2
303i,2020-01-18 22:46:12,device7,7d,192.89.212.118,review10,bad,2
1204i,2020-01-09 01:03:04,device20,20d,192.172.76.45,review1,,Review does not exist!
1172i,2020-06-02 00:30:54,device13,13d,198.43.21.27,review4,very good,4
150i,2019-11-23 17:22:12,device11,11d,192.88.62.254,review10,super,Review does not exist!
721i,2019-12-08 10:08:28,device18,18d,198.26.188.29,review2,great,5
96i,2019-12-18 07:19:44,device11,11d,204.50.11.78,review9,super,Review does not exist!
1164i,2020-05-05 01:40:44,device6,6d,192.175.50.146,review2,super,Review does not exist!
1097i,2019-12-16 03:03:49,device13,13d,192.88.100.178,review4,good,3
537i,2020-03-20 08:36:28,device8,8d,141.213.83.133,review9,awesome,Review does not exist!
556i,2020-04-02 02:16:06,device8,8d,192.57.122.120,review3,very good,4
559i,2020-01-16 01:49:30,device11,11d,167.11.216.207,review8,very good,4
1059i,2019-12-09 10:05:45,device3,3d,192.175.96.57,review4,very bad,1
954i,2020-02-25 19:09:20,device19,19d,192.180.171.33,review6,,Review does not exist!
613i,2019-12-21 15:51:41,device19,19d,192.0.201.73,review3,awful,Review does not exist!
94i,2020-04-13 05:19:44,device2,2d,192.175.60.233,review6,super,Review does not exist!
592i,2019-12-15 21:57:18,device3,3d,203.102.48.84,review4,awful,Review does not exist!
525i,2020-04-04 06:38:25,device5,5d,203.0.255.93,review8,bad,2
1249i,2020-03-25 14:41:53,device13,13d,1.212.137.166,review3,super,Review does not exist!
320i,2019-12-10 04:15:59,device6,6d,53.252.124.216,,,Review does not exist!
66i,2019-11-21 11:15:20,device15,15d,102.150.175.2,,,Review does not exist!
195i,2020-01-08 08:05:42,device12,12d,192.0.4.34,review3,bad,2
1274i,2019-12-12 02:04:41,device9,9d,198.125.189.166,review6,awesome,Review does not exist!
354i,2020-06-09 08:25:49,device2,2d,192.92.32.13,review3,great,5
773i,2020-02-11 05:38:09,device9,9d,192.89.239.145,review9,very bad,1
348i,2020-04-17 15:31:37,device14,14d,169.253.245.204,review10,very bad,1
706i,2020-03-27 17:14:10,device11,11d,192.0.1.18,review7,very good,4
363i,2020-03-18 15:20:31,device11,11d,174.38.51.244,review8,great,5
678i,2020-02-11 12:52:30,device15,15d,192.0.50.179,review3,great,5
1146i,2020-03-07 21:56:40,device9,9d,196.148.11.15,review4,very bad,1
517i,2020-05-24 06:50:16,device2,2d,192.175.133.246,review6,awesome,Review does not exist!
1070i,2020-05-09 19:49:50,device2,2d,192.52.123.214,review6,great,5
199i,2019-11-22 04:59:16,device19,19d,171.28.121.213,review7,great,5
803i,2020-01-29 13:08:20,device3,3d,192.0.28.194,review4,awful,Review does not exist!
440i,2020-04-01 11:02:20,device11,11d,192.31.193.48,review5,very bad,1
1183i,2020-01-11 16:34:51,device16,16d,192.67.0.217,review7,,Review does not exist!
777i,2020-03-20 13:32:54,device13,13d,203.211.49.168,review6,super,Review does not exist!
122i,2020-04-24 16:10:39,device16,16d,203.0.53.37,review5,awful,Review does not exist!
251i,2020-05-21 23:27:11,device7,7d,169.252.181.80,,bad,2
81i,2020-03-29 00:03:20,device13,13d,192.4.211.114,review10,very bad,1
148i,2020-01-28 16:46:26,device19,19d,192.52.199.32,review6,great,5
723i,2020-04-01 11:38:01,device18,18d,203.0.42.131,,very good,4
461i,2019-12-11 01:06:44,device2,2d,192.88.62.3,review9,very good,4
26i,2019-12-16 23:39:08,device11,11d,192.175.233.15,review7,very bad,1
719i,2020-04-11 23:02:28,device7,7d,37.16.47.228,review10,awesome,Review does not exist!
904i,2020-04-22 07:26:57,device2,2d,192.0.3.135,review4,awful,Review does not exist!
886i,2019-11-27 23:46:04,device3,3d,203.214.217.35,review8,great,5
245i,2020-01-27 12:48:30,device3,3d,169.177.57.10,review8,bad,2
280i,2020-04-05 22:34:29,device15,15d,198.38.190.176,review8,super,Review does not exist!
783i,2020-04-02 19:55:32,device14,14d,192.175.76.226,review7,very bad,1
904i,2020-01-21 12:30:53,device11,11d,192.52.199.172,review6,very bad,1
626i,2020-04-16 17:14:18,device11,11d,192.92.4.164,review3,very bad,1
675i,2019-12-13 07:09:36,device7,7d,192.175.227.185,review3,good,3
410i,2020-06-07 08:25:14,device15,15d,199.28.22.229,review6,awful,Review does not exist!
869i,2020-03-17 23:32:55,device1,1d,192.0.11.173,review4,very bad,1
1174i,2020-05-07 01:55:07,device17,17d,31.98.151.16,review9,very bad,1
964i,2020-05-24 19:29:30,device3,3d,192.175.17.188,review4,awful,Review does not exist!
304i,2019-11-29 19:29:33,device17,17d,193.65.44.159,review2,bad,2
153i,2020-03-10 03:29:46,device10,10d,192.31.52.158,review2,very good,4
830i,2020-05-26 14:09:03,device14,14d,192.0.36.156,review10,good,3
1074i,2020-06-05 18:50:58,device18,18d,199.19.59.162,review2,,Review does not exist!
1160i,2020-03-29 10:08:20,device12,12d,192.0.62.211,review4,great,5
267i,2020-06-08 06:16:12,device13,13d,192.0.92.64,review7,,Review does not exist!
904i,2019-12-07 03:57:56,device19,19d,193.129.90.4,review1,awesome,Review does not exist!
786i,2020-04-24 05:11:50,device19,19d,192.30.88.146,review5,very bad,1
310i,2020-02-07 13:25:16,device8,8d,198.29.16.237,review10,,Review does not exist!
802i,2020-05-31 12:09:00,device8,8d,192.0.22.119,review5,awesome,Review does not exist!
39i,2020-01-19 12:03:30,device15,15d,192.91.229.50,review10,very good,4
224i,2020-03-18 16:06:31,device9,9d,192.175.51.48,,awful,Review does not exist!
778i,2020-04-12 05:49:23,device5,5d,192.174.96.109,review6,awful,Review does not exist!
181i,2020-01-18 14:27:18,device20,20d,192.0.26.76,review9,,Review does not exist!
116i,2020-04-09 20:47:48,device2,2d,199.167.112.34,review7,awful,Review does not exist!
683i,2019-11-28 03:11:42,device3,3d,192.88.35.180,,very bad,1
3i,2019-12-13 20:16:38,device18,18d,192.172.107.73,,very good,4
537i,2019-12-19 23:24:29,device6,6d,169.214.63.59,review7,good,3
636i,2020-05-16 04:37:08,device20,20d,192.162.156.137,review8,awful,Review does not exist!
497i,2020-05-15 19:34:57,device19,19d,192.0.3.37,,,Review does not exist!
1248i,2020-04-02 17:21:50,device19,19d,192.0.24.179,review5,very good,4
114i,2020-05-28 14:14:49,device3,3d,169.113.181.115,review6,great,5
27i,2020-03-29 16:36:41,device2,2d,99.205.63.101,review5,awful,Review does not exist!
475i,2020-04-01 11:04:36,device10,10d,210.193.171.198,review4,very bad,1
956i,2020-05-12 02:38:07,device2,2d,192.52.190.166,review10,,Review does not exist!
1053i,2020-04-01 15:30:38,device10,10d,198.51.46.24,review7,good,3
1046i,2019-12-18 04:45:49,device3,3d,169.252.209.81,review4,very bad,1
1189i,2020-06-09 09:33:58,device11,11d,198.51.114.106,review2,awful,Review does not exist!
847i,2020-05-11 04:12:09,device7,7d,198.49.152.44,review4,,Review does not exist!
1163i,2020-03-17 01:50:50,device16,16d,192.21.168.43,review1,awful,Review does not exist!
965i,2020-03-06 02:46:14,device5,5d,192.31.204.39,,good,3
130i,2020-03-18 14:11:14,device1,1d,165.35.128.250,review7,,Review does not exist!
306i,2020-02-27 00:08:59,device4,4d,192.0.6.126,review6,awesome,Review does not exist!
191i,2020-04-17 21:19:35,device4,4d,203.0.114.226,review1,awful,Review does not exist!
450i,2019-11-18 17:26:41,device10,10d,192.93.105.60,review1,super,Review does not exist!
130i,2019-11-26 17:54:40,device20,20d,205.93.187.8,review8,very good,4
149i,2020-01-27 00:13:57,device15,15d,192.175.181.9,review2,very good,4
117i,2020-02-02 13:03:49,device12,12d,168.80.6.250,review8,very bad,1
105i,2019-12-16 11:13:19,device6,6d,198.53.248.231,review10,very good,4
662i,2020-04-02 19:51:43,device4,4d,169.236.29.111,review7,very bad,1
625i,2020-05-30 14:11:56,device1,1d,192.31.243.145,review4,very bad,1
952i,2020-02-14 02:29:17,device13,13d,168.210.0.219,review6,super,Review does not exist!
993i,2020-02-02 23:26:05,device5,5d,203.0.112.187,review3,great,5
1057i,2019-12-21 23:30:56,device3,3d,192.164.41.117,review1,good,3
832i,2020-05-12 23:26:58,device1,1d,192.94.24.252,review9,very bad,1
322i,2020-02-28 16:53:23,device2,2d,203.1.26.24,review6,very good,4
834i,2020-05-21 00:33:05,device2,2d,192.29.44.175,review3,very good,4
133i,2020-05-26 01:12:12,device14,14d,198.51.102.113,review1,awesome,Review does not exist!
842i,2019-11-20 07:57:58,device14,14d,192.31.202.36,review1,great,5
921i,2020-04-14 14:42:03,device5,5d,192.0.5.103,review5,,Review does not exist!
1277i,2020-05-14 10:07:40,device4,4d,201.205.105.200,review7,good,3
327i,2020-03-28 20:31:33,device6,6d,192.52.250.153,,awful,Review does not exist!
63i,2020-01-03 04:01:25,device15,15d,168.76.186.116,review9,super,Review does not exist!
1277i,2020-03-18 17:06:02,device20,20d,192.175.117.241,review3,awesome,Review does not exist!
813i,2020-03-17 20:51:34,device1,1d,100.58.26.88,,great,5
441i,2020-02-09 03:33:32,device17,17d,198.49.224.124,review2,very bad,1
1056i,2020-05-22 19:18:21,device9,9d,203.37.124.89,review4,very good,4
355i,2020-04-09 06:30:27,device4,4d,192.140.58.107,review7,good,3
1150i,2020-02-05 17:17:28,device20,20d,192.0.30.243,review8,,Review does not exist!
155i,2019-12-12 10:51:01,device16,16d,192.60.106.88,review8,very good,4
465i,2019-11-29 10:31:21,device9,9d,169.199.171.249,,very bad,1
440i,2020-04-25 13:09:33,device8,8d,223.130.153.189,review3,good,3
1116i,2020-02-02 01:03:52,device10,10d,196.152.248.194,review2,good,3
788i,2020-02-19 11:28:59,device14,14d,198.51.103.154,review3,awful,Review does not exist!
842i,2020-04-07 05:30:16,device3,3d,207.156.29.192,review3,great,5
1272i,2020-05-03 22:56:13,device10,10d,198.168.237.243,review3,,Review does not exist!
1259i,2020-03-18 16:15:55,device8,8d,192.169.101.40,review8,bad,2
649i,2020-05-23 18:01:36,device20,20d,1.2.193.233,review5,,Review does not exist!
1008i,2020-05-05 02:41:55,device10,10d,192.52.38.78,review3,super,Review does not exist!
830i,2019-11-13 08:58:37,device1,1d,192.88.107.38,review7,bad,2
867i,2020-03-29 02:09:41,device15,15d,192.8.85.108,review6,,Review does not exist!
422i,2019-12-07 23:36:39,device8,8d,199.172.252.122,review2,,Review does not exist!
225i,2020-01-17 11:31:06,device7,7d,124.11.44.122,review4,super,Review does not exist!
288i,2020-05-30 10:17:45,device3,3d,1.60.130.64,review7,great,5
483i,2020-06-03 02:26:40,device18,18d,196.95.55.238,review8,great,5
443i,2020-04-21 12:16:07,device9,9d,112.135.93.30,review7,good,3
787i,2020-03-05 07:56:17,device9,9d,169.142.247.150,review4,,Review does not exist!
793i,2020-02-06 20:08:20,device16,16d,198.189.144.17,review2,awful,Review does not exist!
378i,2020-03-31 22:53:43,device20,20d,192.52.218.128,review4,awful,Review does not exist!
475i,2020-01-12 01:59:36,device8,8d,198.55.187.82,review9,awesome,Review does not exist!
410i,2020-05-28 20:53:13,device1,1d,192.175.49.97,review8,good,3
219i,2020-06-04 04:11:57,device3,3d,192.88.69.23,review7,bad,2
12i,2019-12-01 07:23:58,device13,13d,192.88.102.167,review5,good,3
1285i,2019-12-22 15:17:07,device5,5d,192.52.253.18,review3,super,Review does not exist!
110i,2020-03-01 18:38:49,device13,13d,198.51.112.116,review3,super,Review does not exist!
599i,2020-04-03 03:30:32,device8,8d,198.51.244.237,review4,awesome,Review does not exist!
781i,2020-01-23 15:15:56,device5,5d,3.161.75.204,review5,super,Review does not exist!
42i,2019-11-15 17:54:26,device2,2d,192.156.71.118,review2,great,5
380i,2020-04-13 09:36:37,device4,4d,192.52.203.31,review5,awful,Review does not exist!
1220i,2020-05-15 05:09:37,device12,12d,192.82.155.4,review9,very bad,1
722i,2019-12-01 18:16:24,device2,2d,203.141.193.56,review5,super,Review does not exist!
897i,2020-02-15 04:32:08,device13,13d,192.0.87.39,review4,awful,Review does not exist!
1183i,2020-03-26 13:37:19,device10,10d,192.52.198.233,review4,awesome,Review does not exist!
202i,2019-11-19 09:34:25,device10,10d,192.61.144.216,review9,great,5
20i,2020-04-30 09:08:18,device18,18d,200.215.10.193,review1,bad,2
666i,2019-12-23 14:53:30,device8,8d,62.50.75.0,review10,great,5
721i,2020-02-21 19:44:48,device6,6d,206.255.47.3,,super,Review does not exist!
59i,2020-01-03 16:33:00,device7,7d,123.21.108.167,review6,awful,Review does not exist!
92i,2020-05-16 22:59:29,device7,7d,192.88.132.137,review3,,Review does not exist!
1165i,2020-01-22 05:28:36,device2,2d,192.0.3.235,review2,great,5
940i,2019-12-14 08:35:03,device5,5d,202.139.116.205,review7,very bad,1
603i,2020-06-01 03:26:14,device9,9d,192.235.175.94,review5,good,3
1021i,2019-11-22 08:20:27,device5,5d,162.61.148.109,review8,awful,Review does not exist!
423i,2020-02-03 04:24:58,device6,6d,192.0.96.105,review10,awesome,Review does not exist!
1085i,2020-02-14 08:16:04,device1,1d,192.53.100.93,review7,super,Review does not exist!
224i,2020-04-25 09:46:19,device3,3d,203.0.114.78,review5,good,3
1087i,2020-03-30 04:25:08,device16,16d,192.94.67.205,review7,,Review does not exist!
266i,2019-12-24 00:57:32,device1,1d,198.51.186.234,review7,very bad,1
720i,2020-03-02 02:08:06,device3,3d,198.51.85.12,review2,awful,Review does not exist!
411i,2019-11-26 14:59:33,device9,9d,192.31.193.96,review5,awful,Review does not exist!
120i,2020-04-17 07:22:53,device14,14d,198.51.93.32,review4,,Review does not exist!
46i,2019-12-21 03:27:04,device18,18d,192.186.247.168,review1,,Review does not exist!
632i,2020-01-16 07:18:56,device5,5d,192.5.202.185,review3,very bad,1
891i,2020-03-09 00:41:02,device10,10d,192.174.7.85,,very good,4
120i,2019-12-21 08:26:36,device16,16d,198.53.121.19,review10,very bad,1
1090i,2020-05-13 14:32:42,device3,3d,203.0.81.161,review6,very good,4
598i,2019-11-30 08:00:39,device18,18d,192.88.96.27,review5,very bad,1
1221i,2019-11-25 07:29:16,device2,2d,103.17.53.139,review10,awful,Review does not exist!
1090i,2019-11-28 01:14:37,device15,15d,3.217.52.120,review1,very bad,1
1224i,2020-05-04 11:06:40,device3,3d,120.109.197.231,review4,very good,4
179i,2020-03-24 02:57:53,device9,9d,203.0.112.75,review4,,Review does not exist!
321i,2020-02-06 06:35:23,device7,7d,192.52.218.16,review5,super,Review does not exist!
1111i,2019-11-12 20:50:14,device8,8d,145.209.89.91,review8,awful,Review does not exist!
426i,2020-04-09 00:55:44,device7,7d,2.216.157.226,review1,,Review does not exist!
316i,2020-06-04 23:35:51,device8,8d,4.222.196.77,review8,awful,Review does not exist!
1035i,2020-06-02 13:56:50,device2,2d,198.51.190.100,review10,awesome,Review does not exist!
817i,2020-03-23 16:19:48,device8,8d,201.215.61.200,,very bad,1
798i,2020-05-23 18:54:29,device6,6d,124.1.182.206,review9,very bad,1
87i,2020-05-06 20:15:35,device18,18d,203.14.97.42,review1,very good,4
450i,2019-12-23 19:44:05,device13,13d,169.255.49.41,review8,awesome,Review does not exist!
1277i,2020-02-09 02:06:37,device14,14d,203.0.112.168,review3,awesome,Review does not exist!
298i,2020-05-04 05:35:24,device10,10d,192.61.100.95,review3,super,Review does not exist!
690i,2019-12-03 02:08:18,device7,7d,198.52.160.154,review8,good,3
771i,2019-11-29 23:08:41,device3,3d,192.53.42.117,review5,great,5
206i,2020-02-26 09:50:43,device4,4d,194.90.31.136,review4,great,5
487i,2020-04-24 20:26:25,device17,17d,198.52.57.228,review7,awful,Review does not exist!
88i,2020-06-07 08:45:37,device11,11d,192.31.169.159,review4,great,5
1160i,2020-02-20 13:29:01,device2,2d,198.11.138.109,review7,very good,4
543i,2020-05-01 01:11:47,device10,10d,1.219.122.93,review7,good,3
1276i,2020-01-10 16:57:13,device7,7d,198.93.131.22,review2,great,5
485i,2019-12-07 06:21:44,device17,17d,196.62.40.201,review7,very good,4
176i,2020-04-28 01:20:33,device16,16d,192.175.54.137,review10,very good,4
816i,2019-12-09 05:45:26,device13,13d,123.102.26.61,,great,5
534i,2020-01-11 18:20:53,device12,12d,192.175.61.11,review10,super,Review does not exist!
395i,2019-12-28 07:30:34,device16,16d,198.51.102.161,review1,very good,4
1146i,2019-12-23 04:42:51,device13,13d,192.3.68.75,review7,awful,Review does not exist!
453i,2020-03-23 06:43:01,device1,1d,192.0.4.252,review9,,Review does not exist!
263i,2020-02-27 04:54:07,device4,4d,192.175.50.145,review6,bad,2
167i,2020-03-07 12:34:12,device20,20d,192.175.45.93,review9,awesome,Review does not exist!
354i,2020-03-12 00:32:29,device19,19d,110.110.177.202,review1,super,Review does not exist!
565i,2020-05-22 20:54:34,device15,15d,198.185.22.247,review2,,Review does not exist!
185i,2020-02-23 21:21:49,device20,20d,192.31.212.238,review2,bad,2
599i,2020-01-16 22:43:43,device2,2d,198.50.58.51,review3,awesome,Review does not exist!
220i,2020-01-09 03:55:29,device6,6d,192.0.3.0,review5,super,Review does not exist!
1014i,2020-01-26 00:50:29,device8,8d,192.88.98.55,review1,awful,Review does not exist!
